,date,age,type,quantity,weight,price_min,price_max,price_avg,price_unit,category
11,2015-02-03,3,VE,62,460,2320,2850,2593,1191423,HEMBRA DE PRIMERA
12,2015-02-03,3,VP,7,462,2340,3100,2720,1260410,HEMBRA DE PRIMERA
13,2015-02-03,,ML,12,114,3300,3300,3300,376200,MACHO DE PRIMERA
14,2015-02-03,1 1/2,ML,197,197,3150,3650,3395,669455,MACHO DE PRIMERA
15,2015-02-03,1 1/3,ML,92,232,3300,3450,3380,782580,MACHO DE PRIMERA
16,2015-02-03,1 1/4,ML,99,165,3250,3650,3510,578350,MACHO DE PRIMERA
17,2015-02-03,2,MC,77,275,3100,3240,3185,875955,MACHO DE PRIMERA
18,2015-02-03,2 1/2,MC,22,337,3060,3120,3090,1041480,MACHO DE PRIMERA
19,2015-02-03,2 1/4,MC,57,286,2940,3240,3093,884333,MACHO DE PRIMERA
20,2015-02-03,2 3/4,MC,38,378,3020,3080,3050,1151330,MACHO DE PRIMERA
21,2015-02-03,3,MC,12,470,3040,3060,3050,1432390,MACHO DE PRIMERA
22,2015-02-03,3,TO,7,623,3020,3080,3060,1906823,MACHO DE PRIMERA
0,2015-02-03,2 1/2,VE,19,357,2280,2420,2367,845833,HEMBRA DE SEGUNDA
1,2015-02-03,2 1/4,HV,10,295,2300,2650,2475,727500,HEMBRA DE SEGUNDA
2,2015-02-03,2 3/4,VE,18,377,2100,2420,2288,863552,HEMBRA DE SEGUNDA
3,2015-02-03,3,VE,29,454,2300,2640,2472,1126712,HEMBRA DE SEGUNDA
4,2015-02-03,3,VP,5,506,2420,2420,2420,1224520,HEMBRA DE SEGUNDA
5,2015-02-03,1,ML,30,140,3200,3400,3300,461500,MACHO DE SEGUNDA
6,2015-02-03,1 1/2,ML,49,198,2900,3300,3150,624750,MACHO DE SEGUNDA
7,2015-02-03,1 1/3,ML,91,236,2800,3300,3150,740750,MACHO DE SEGUNDA
8,2015-02-03,1 1/4,ML,67,170,2600,3350,3100,524700,MACHO DE SEGUNDA
9,2015-02-03,2,MC,27,272,2880,3200,3040,825760,MACHO DE SEGUNDA
10,2015-02-03,2 1/4,MC,9,297,2750,3040,2937,872810,MACHO DE SEGUNDA
11,2015-02-03,2 3/4,MC,20,394,2840,3040,2940,1158760,MACHO DE SEGUNDA
12,2015-02-03,3,MC,3,451,2840,2840,2840,1280840,MACHO DE SEGUNDA
13,2015-02-03,3,TO,5,642,2600,2840,2768,1773424,MACHO DE SEGUNDA
0,2015-02-10,1,HL,20,135,2550,2750,2667,360267,HEMBRA DE PRIMERA
1,2015-02-10,1 1/2,HL,23,206,2500,3050,2775,570125,HEMBRA DE PRIMERA
2,2015-02-10,1 1/4,HL,13,162,2650,2650,2650,429300,HEMBRA DE PRIMERA
3,2015-02-10,2,HV,12,272,2800,2800,2800,761600,HEMBRA DE PRIMERA
4,2015-02-10,2 1/2,HV,32,338,2640,2850,2743,928327,HEMBRA DE PRIMERA
5,2015-02-10,2 1/2,VE,19,342,2660,2700,2680,915410,HEMBRA DE PRIMERA
6,2015-02-10,2 1/4,HV,43,304,2660,2820,2745,833735,HEMBRA DE PRIMERA
7,2015-02-10,2 3/4,HV,8,387,2600,2700,2650,1025950,HEMBRA DE PRIMERA
8,2015-02-10,2 3/4,VE,18,377,2500,2560,2520,950100,HEMBRA DE PRIMERA
9,2015-02-10,2 3/4,VP,1,374,2500,2500,2500,935000,HEMBRA DE PRIMERA
10,2015-02-10,3,HV,6,439,2760,2760,2760,1211640,HEMBRA DE PRIMERA
11,2015-02-10,3,VE,128,448,2200,2800,2591,1162280,HEMBRA DE PRIMERA
12,2015-02-10,3,VP,19,459,2000,2520,2384,1100788,HEMBRA DE PRIMERA
13,2015-02-10,,ML,4,119,3400,3400,3400,404600,MACHO DE PRIMERA
14,2015-02-10,1,ML,13,146,3350,3350,3350,487425,MACHO DE PRIMERA
15,2015-02-10,1 1/2,ML,41,204,3350,3550,3450,701525,MACHO DE PRIMERA
16,2015-02-10,1 1/3,ML,11,226,3250,3650,3450,780325,MACHO DE PRIMERA
17,2015-02-10,1 1/4,ML,128,160,3100,3550,3412,547219,MACHO DE PRIMERA
18,2015-02-10,2,MC,4,266,3020,3100,3060,815150,MACHO DE PRIMERA
19,2015-02-10,2 1/2,MC,4,340,2900,3000,2950,1005300,MACHO DE PRIMERA
20,2015-02-10,2 1/4,MC,45,304,3080,3150,3103,944603,MACHO DE PRIMERA
21,2015-02-10,3,MC,39,460,3080,3180,3145,1448490,MACHO DE PRIMERA
22,2015-02-10,3,TO,4,674,2820,3100,2975,1994250,MACHO DE PRIMERA
0,2015-02-10,2 1/2,VE,28,342,2000,2460,2300,786928,HEMBRA DE SEGUNDA
1,2015-02-10,2 1/2,VP,1,322,2500,2500,2500,805000,HEMBRA DE SEGUNDA
2,2015-02-10,2 3/4,VE,17,373,2200,2440,2340,871407,HEMBRA DE SEGUNDA
3,2015-02-10,3,BH,3,471,2100,2100,2100,989100,HEMBRA DE SEGUNDA
4,2015-02-10,3,VE,25,431,1800,2660,2305,996982,HEMBRA DE SEGUNDA
5,2015-02-10,3,VP,1,618,2400,2400,2400,1483200,HEMBRA DE SEGUNDA
6,2015-02-10,,ML,4,118,3200,3200,3200,377600,MACHO DE SEGUNDA
7,2015-02-10,1,ML,67,140,3200,3350,3250,454025,MACHO DE SEGUNDA
8,2015-02-10,1 1/2,ML,1,206,3150,3150,3150,648900,MACHO DE SEGUNDA
9,2015-02-10,1 1/3,MC,4,225,3000,3000,3000,675000,MACHO DE SEGUNDA
10,2015-02-10,1 1/4,ML,25,160,3200,3200,3200,512000,MACHO DE SEGUNDA
11,2015-02-10,2,MC,9,266,2200,2980,2560,685473,MACHO DE SEGUNDA
12,2015-02-10,2 1/2,MC,1,326,2920,2920,2920,951920,MACHO DE SEGUNDA
13,2015-02-10,2 1/4,MC,20,302,2450,3000,2797,843960,MACHO DE SEGUNDA
14,2015-02-10,2 3/4,MC,1,384,2840,2840,2840,1090560,MACHO DE SEGUNDA
15,2015-02-10,3,MC,8,508,3140,3140,3140,1595120,MACHO DE SEGUNDA
16,2015-02-10,3,TO,1,610,1900,1900,1900,1159000,MACHO DE SEGUNDA
0,2015-02-12,1,HL,30,142,2700,2900,2800,396550,HEMBRA DE PRIMERA
1,2015-02-12,1 1/2,HL,14,191,2650,2800,2717,517967,HEMBRA DE PRIMERA
2,2015-02-12,1 1/3,HL,54,236,2500,3000,2788,656675,HEMBRA DE PRIMERA
3,2015-02-12,1 1/4,HL,45,176,2500,2850,2683,473117,HEMBRA DE PRIMERA
4,2015-02-12,2,HV,110,262,2750,2900,2817,736325,HEMBRA DE PRIMERA
5,2015-02-12,2 1/2,VE,2,351,2100,2100,2100,737100,HEMBRA DE PRIMERA
6,2015-02-12,2 1/4,HV,27,288,2750,2750,2750,793375,HEMBRA DE PRIMERA
7,2015-02-12,2 3/4,HV,23,381,2500,2920,2735,1043150,HEMBRA DE PRIMERA
8,2015-02-12,3,HV,1,414,2680,2680,2680,1109520,HEMBRA DE PRIMERA
9,2015-02-12,3,VE,23,486,2400,2600,2512,1222492,HEMBRA DE PRIMERA
10,2015-02-12,3,VP,45,502,2400,2420,2408,1207384,HEMBRA DE PRIMERA
11,2015-02-12,,ML,9,128,3450,3500,3475,446550,MACHO DE PRIMERA
12,2015-02-12,1,ML,21,136,3550,3650,3600,489550,MACHO DE PRIMERA
13,2015-02-12,1 1/2,ML,212,205,3050,3550,3486,712995,MACHO DE PRIMERA
14,2015-02-12,1 1/3,ML,189,236,3150,3450,3394,802383,MACHO DE PRIMERA
15,2015-02-12,1 1/4,ML,188,171,3300,3650,3518,600118,MACHO DE PRIMERA
16,2015-02-12,2,MC,121,268,3020,3260,3167,847200,MACHO DE PRIMERA
17,2015-02-12,2 1/2,MC,73,340,3040,3180,3100,1052600,MACHO DE PRIMERA
18,2015-02-12,2 1/4,MC,146,300,3000,3280,3127,937964,MACHO DE PRIMERA
19,2015-02-12,3,TO,1,678,3140,3140,3140,2128920,MACHO DE PRIMERA
20,2015-02-12,,HL,17,126,1100,3000,2050,260600,HEMBRA DE SEGUNDA
0,2015-02-12,1 1/2,HL,2,214,2300,2300,2300,492200,HEMBRA DE SEGUNDA
1,2015-02-12,1 1/4,HL,17,172,2600,2600,2600,447200,HEMBRA DE SEGUNDA
2,2015-02-12,2,HV,22,256,2600,2700,2650,678300,HEMBRA DE SEGUNDA
3,2015-02-12,2 1/2,VE,10,338,2400,2450,2425,820600,HEMBRA DE SEGUNDA
4,2015-02-12,2 1/4,HV,7,310,2500,2500,2500,775000,HEMBRA DE SEGUNDA
5,2015-02-12,2 1/4,VE,22,300,2050,2480,2310,694987,HEMBRA DE SEGUNDA
6,2015-02-12,2 3/4,HV,13,378,2560,2600,2580,976400,HEMBRA DE SEGUNDA
7,2015-02-12,2 3/4,VE,32,380,1800,2380,2164,821264,HEMBRA DE SEGUNDA
8,2015-02-12,3,VE,65,434,2200,2700,2431,1056498,HEMBRA DE SEGUNDA
9,2015-02-12,,ML,19,97,1000,3050,2170,215510,MACHO DE SEGUNDA
10,2015-02-12,1,ML,64,137,2550,3400,3179,435064,MACHO DE SEGUNDA
11,2015-02-12,1 1/2,ML,130,201,2000,3250,2865,577681,MACHO DE SEGUNDA
12,2015-02-12,1 1/3,ML,99,240,2740,3200,3068,736114,MACHO DE SEGUNDA
13,2015-02-12,1 1/4,ML,54,168,3050,3450,3250,544362,MACHO DE SEGUNDA
14,2015-02-12,2,MC,76,262,2750,3160,2942,771565,MACHO DE SEGUNDA
15,2015-02-12,2,ML,21,275,3040,3040,3040,836000,MACHO DE SEGUNDA
16,2015-02-12,2 1/2,MC,109,337,2940,3100,3023,1017883,MACHO DE SEGUNDA
17,2015-02-12,2 1/4,MC,113,302,1500,3120,2826,859111,MACHO DE SEGUNDA
18,2015-02-12,3,TO,2,583,2480,2550,2515,1465230,MACHO DE SEGUNDA
0,2015-02-17,1 1/4,HL,28,155,2750,2750,2750,426250,HEMBRA DE PRIMERA
1,2015-02-17,2 3/4,HV,3,368,2600,2720,2660,979000,HEMBRA DE PRIMERA
2,2015-02-17,2 3/4,VE,5,383,2280,2280,2280,873240,HEMBRA DE PRIMERA
3,2015-02-17,3,VE,42,499,2460,2780,2623,1313895,HEMBRA DE PRIMERA
4,2015-02-17,3,VP,1,474,2660,2660,2660,1260840,HEMBRA DE PRIMERA
5,2015-02-17,1 1/2,ML,25,197,3450,3550,3500,689300,MACHO DE PRIMERA
6,2015-02-17,1 1/3,ML,12,235,3350,3350,3350,787250,MACHO DE PRIMERA
7,2015-02-17,1 1/4,ML,11,175,3300,3300,3300,577500,MACHO DE PRIMERA
8,2015-02-17,2 1/4,ML,5,281,3300,3300,3300,927300,MACHO DE PRIMERA
9,2015-02-17,3,MC,36,449,3120,3220,3184,1431216,MACHO DE PRIMERA
10,2015-02-17,3,TO,48,583,2920,3240,3147,1828477,MACHO DE PRIMERA
11,2015-02-17,1 1/2,HL,22,209,2650,2650,2650,553850,HEMBRA DE SEGUNDA
12,2015-02-17,2 1/4,HV,15,294,2680,2680,2680,787920,HEMBRA DE SEGUNDA
13,2015-02-17,2 3/4,VE,33,380,2260,2480,2395,909610,HEMBRA DE SEGUNDA
14,2015-02-17,3,VE,33,423,2400,2640,2500,1056896,HEMBRA DE SEGUNDA
15,2015-02-17,1 1/2,ML,31,200,3150,3200,3175,636575,MACHO DE SEGUNDA
16,2015-02-17,1 1/3,ML,22,235,3100,3100,3100,728500,MACHO DE SEGUNDA
0,2015-02-17,1 1/4,ML,19,156,3150,3150,3150,491400,MACHO DE SEGUNDA
1,2015-02-17,2 1/2,MC,18,341,2940,2940,2940,1002540,MACHO DE SEGUNDA
2,2015-02-17,2 1/4,MC,21,302,2800,2960,2880,868920,MACHO DE SEGUNDA
3,2015-02-17,2 3/4,TO,1,386,2860,2860,2860,1103960,MACHO DE SEGUNDA
4,2015-02-17,3,MC,37,453,2800,3220,3085,1396125,MACHO DE SEGUNDA
5,2015-02-17,3,TO,1,614,2840,2840,2840,1743760,MACHO DE SEGUNDA
0,2015-02-19,,HL,27,125,2950,2950,2950,368750,HEMBRA DE PRIMERA
1,2015-02-19,1,HL,16,147,2800,2900,2850,418900,HEMBRA DE PRIMERA
2,2015-02-19,1 1/2,HL,56,198,2750,3100,2930,581050,HEMBRA DE PRIMERA
3,2015-02-19,1 1/3,HL,49,240,2750,2850,2817,676167,HEMBRA DE PRIMERA
4,2015-02-19,1 1/3,HV,20,239,2850,2850,2850,681150,HEMBRA DE PRIMERA
5,2015-02-19,1 1/4,HL,2,168,2650,2950,2800,470700,HEMBRA DE PRIMERA
6,2015-02-19,2,HV,20,264,2700,2700,2700,712800,HEMBRA DE PRIMERA
7,2015-02-19,2 1/2,HV,13,347,2620,2700,2660,922887,HEMBRA DE PRIMERA
8,2015-02-19,2 1/4,HV,25,291,2600,2760,2687,782187,HEMBRA DE PRIMERA
9,2015-02-19,2 3/4,HV,1,382,2600,2600,2600,993200,HEMBRA DE PRIMERA
10,2015-02-19,3,VE,23,488,2460,2720,2630,1286613,HEMBRA DE PRIMERA
11,2015-02-19,,ML,5,128,3600,3600,3600,460800,MACHO DE PRIMERA
12,2015-02-19,1,ML,24,149,3500,3500,3500,521500,MACHO DE PRIMERA
13,2015-02-19,1 1/2,ML,301,204,2850,3550,3396,692096,MACHO DE PRIMERA
14,2015-02-19,1 1/3,MC,20,238,3400,3400,3400,809200,MACHO DE PRIMERA
15,2015-02-19,1 1/3,ML,91,235,3300,3450,3375,793538,MACHO DE PRIMERA
16,2015-02-19,1 1/4,ML,96,169,3200,3500,3400,574720,MACHO DE PRIMERA
17,2015-02-19,2,MC,20,272,3320,3320,3320,903040,MACHO DE PRIMERA
18,2015-02-19,2 1/2,MC,57,337,3140,3220,3187,1073693,MACHO DE PRIMERA
19,2015-02-19,2 1/4,MC,15,284,3150,3240,3195,909045,MACHO DE PRIMERA
20,2015-02-19,3,TO,4,616,2840,3180,2990,1841630,MACHO DE PRIMERA
0,2015-02-19,,HL,4,120,2800,2800,2800,336000,HEMBRA DE SEGUNDA
1,2015-02-19,1 1/2,HL,11,206,2600,2700,2650,545000,HEMBRA DE SEGUNDA
2,2015-02-19,2,HV,1,264,2550,2550,2550,673200,HEMBRA DE SEGUNDA
3,2015-02-19,2 1/2,HV,1,336,2520,2520,2520,846720,HEMBRA DE SEGUNDA
4,2015-02-19,2 1/2,VE,6,339,2200,2550,2375,805300,HEMBRA DE SEGUNDA
5,2015-02-19,2 3/4,VE,19,386,2420,2540,2467,951193,HEMBRA DE SEGUNDA
6,2015-02-19,3,VE,28,432,2400,2680,2465,1064335,HEMBRA DE SEGUNDA
7,2015-02-19,,ML,34,114,3200,3550,3438,391000,MACHO DE SEGUNDA
8,2015-02-19,1,ML,42,138,3300,3400,3350,460475,MACHO DE SEGUNDA
9,2015-02-19,1 1/2,ML,88,196,1900,3400,2890,563400,MACHO DE SEGUNDA
10,2015-02-19,1 1/3,ML,146,237,2750,3350,3110,737515,MACHO DE SEGUNDA
11,2015-02-19,1 1/4,ML,84,164,3000,3500,3319,542088,MACHO DE SEGUNDA
12,2015-02-19,2,MC,65,264,3000,3250,3118,822842,MACHO DE SEGUNDA
13,2015-02-19,2,ML,42,254,3250,3250,3250,827125,MACHO DE SEGUNDA
14,2015-02-19,2 1/2,MC,32,343,3140,3140,3140,1077020,MACHO DE SEGUNDA
15,2015-02-19,2 1/4,MC,56,299,3020,3120,3056,913096,MACHO DE SEGUNDA
16,2015-02-19,2 3/4,MC,4,368,2800,2980,2890,1064060,MACHO DE SEGUNDA
17,2015-02-19,3,TO,2,552,2500,2980,2740,1539360,MACHO DE SEGUNDA
0,2015-02-24,,HL,3,96,3100,3100,3100,297600,HEMBRA DE PRIMERA
1,2015-02-24,1,HL,12,146,3000,3000,3000,438000,HEMBRA DE PRIMERA
2,2015-02-24,1 1/2,HL,1,202,2600,2600,2600,525200,HEMBRA DE PRIMERA
3,2015-02-24,1 1/3,HL,2,245,2500,2950,2725,666950,HEMBRA DE PRIMERA
4,2015-02-24,1 1/4,HL,22,172,2800,2950,2875,494050,HEMBRA DE PRIMERA
5,2015-02-24,2 1/4,HV,8,294,2500,2500,2500,735000,HEMBRA DE PRIMERA
6,2015-02-24,2 3/4,VE,9,380,2100,2680,2447,932360,HEMBRA DE PRIMERA
7,2015-02-24,3,VE,47,439,2220,2740,2591,1136747,HEMBRA DE PRIMERA
8,2015-02-24,1,ML,21,137,3500,3600,3550,486350,MACHO DE PRIMERA
9,2015-02-24,1 1/2,ML,35,203,3300,3500,3380,687120,MACHO DE PRIMERA
10,2015-02-24,1 1/3,ML,8,237,3150,3300,3217,761367,MACHO DE PRIMERA
11,2015-02-24,1 1/4,ML,35,169,3250,3450,3362,566888,MACHO DE PRIMERA
12,2015-02-24,2 1/2,MC,11,353,3040,3040,3040,1073120,MACHO DE PRIMERA
13,2015-02-24,3,TO,31,530,2940,3160,3060,1608667,MACHO DE PRIMERA
14,2015-02-24,1,HL,9,141,2850,2850,2850,401850,HEMBRA DE SEGUNDA
15,2015-02-24,2 1/2,VE,2,341,2250,2250,2250,767250,HEMBRA DE SEGUNDA
16,2015-02-24,3,VE,15,421,2320,2700,2553,1076073,HEMBRA DE SEGUNDA
17,2015-02-24,3,VP,8,460,2380,2380,2380,1094800,HEMBRA DE SEGUNDA
0,2015-02-24,,ML,7,120,3300,3300,3300,396000,MACHO DE SEGUNDA
1,2015-02-24,1,ML,10,144,2550,2550,2550,367200,MACHO DE SEGUNDA
2,2015-02-24,1 1/2,ML,17,183,3150,3150,3150,576450,MACHO DE SEGUNDA
3,2015-02-24,1 1/3,ML,27,236,2850,3200,3000,707900,MACHO DE SEGUNDA
4,2015-02-24,1 1/4,ML,14,170,3150,3200,3175,539800,MACHO DE SEGUNDA
5,2015-02-24,2 1/2,MC,18,340,3040,3040,3040,1033600,MACHO DE SEGUNDA
6,2015-02-24,2 1/4,MC,25,312,2940,3050,2980,930757,MACHO DE SEGUNDA
7,2015-02-24,3,MC,30,424,3100,3120,3110,1317120,MACHO DE SEGUNDA
0,2015-02-26,,HL,12,124,2800,2900,2850,353650,HEMBRA DE PRIMERA
1,2015-02-26,1,HL,27,138,2700,3050,2875,396750,HEMBRA DE PRIMERA
2,2015-02-26,1 1/2,HL,106,196,2600,2950,2817,551017,HEMBRA DE PRIMERA
3,2015-02-26,1 1/2,HV,20,184,2700,2700,2700,496800,HEMBRA DE PRIMERA
4,2015-02-26,1 1/3,HL,75,232,2750,3000,2888,670725,HEMBRA DE PRIMERA
5,2015-02-26,1 1/4,HL,23,170,2800,3300,3050,519500,HEMBRA DE PRIMERA
6,2015-02-26,2,HL,23,253,2700,2750,2725,689400,HEMBRA DE PRIMERA
7,2015-02-26,2,HV,30,272,2600,2800,2700,732810,HEMBRA DE PRIMERA
8,2015-02-26,2 1/2,HV,6,327,2600,2880,2740,895840,HEMBRA DE PRIMERA
9,2015-02-26,2 1/2,VE,2,334,2400,2400,2400,801600,HEMBRA DE PRIMERA
10,2015-02-26,2 1/4,HV,19,301,2700,2750,2717,817767,HEMBRA DE PRIMERA
11,2015-02-26,2 3/4,HV,13,384,2800,2920,2860,1095880,HEMBRA DE PRIMERA
12,2015-02-26,2 3/4,VE,9,362,2600,2600,2600,941200,HEMBRA DE PRIMERA
13,2015-02-26,3,VE,42,431,2560,2940,2686,1159223,HEMBRA DE PRIMERA
14,2015-02-26,3,VP,1,488,2300,2300,2300,1122400,HEMBRA DE PRIMERA
15,2015-02-26,,ML,2,119,3600,3600,3600,428400,MACHO DE PRIMERA
16,2015-02-26,1,ML,23,135,3350,3500,3433,463517,MACHO DE PRIMERA
17,2015-02-26,1 1/2,ML,142,202,3500,3650,3567,718742,MACHO DE PRIMERA
18,2015-02-26,1 1/3,MC,20,242,3250,3250,3250,786500,MACHO DE PRIMERA
19,2015-02-26,1 1/3,ML,70,232,3450,3550,3483,809017,MACHO DE PRIMERA
20,2015-02-26,1 1/4,ML,133,168,3400,3500,3475,583325,MACHO DE PRIMERA
21,2015-02-26,2,MC,122,265,3160,3300,3252,861458,MACHO DE PRIMERA
22,2015-02-26,2 1/4,MC,60,301,3180,3260,3227,971267,MACHO DE PRIMERA
23,2015-02-26,3,MC,1,408,2900,2900,2900,1183200,MACHO DE PRIMERA
24,2015-02-26,3,TO,3,508,2920,3020,2970,1508270,MACHO DE PRIMERA
0,2015-02-26,,HL,5,113,2600,2850,2725,309800,HEMBRA DE SEGUNDA
1,2015-02-26,1 1/2,HL,3,195,2650,2650,2650,516750,HEMBRA DE SEGUNDA
2,2015-02-26,2,HV,7,260,2600,2600,2600,676000,HEMBRA DE SEGUNDA
3,2015-02-26,2 1/2,VE,12,359,2480,2480,2480,890320,HEMBRA DE SEGUNDA
4,2015-02-26,2 1/4,HV,6,291,2700,2700,2700,785700,HEMBRA DE SEGUNDA
5,2015-02-26,2 1/4,VE,20,310,2300,2450,2375,737175,HEMBRA DE SEGUNDA
6,2015-02-26,2 3/4,HV,5,383,2640,2640,2640,1011120,HEMBRA DE SEGUNDA
7,2015-02-26,2 3/4,VE,17,389,2340,2560,2480,964592,HEMBRA DE SEGUNDA
8,2015-02-26,3,VE,27,450,2260,2620,2429,1092531,HEMBRA DE SEGUNDA
9,2015-02-26,,ML,3,123,2000,2800,2400,294800,MACHO DE SEGUNDA
10,2015-02-26,1,ML,28,133,3100,3250,3175,422500,MACHO DE SEGUNDA
11,2015-02-26,1 1/2,ML,127,196,2500,3450,3175,623495,MACHO DE SEGUNDA
12,2015-02-26,1 1/3,ML,119,230,2900,3350,3156,726762,MACHO DE SEGUNDA
13,2015-02-26,1 1/4,ML,106,171,3000,3350,3229,552464,MACHO DE SEGUNDA
14,2015-02-26,2,MC,92,268,2600,3250,2961,794811,MACHO DE SEGUNDA
15,2015-02-26,2 1/2,MC,19,338,2800,2800,2800,946400,MACHO DE SEGUNDA
16,2015-02-26,2 1/4,MC,57,292,3050,3180,3108,907325,MACHO DE SEGUNDA
17,2015-02-26,2 3/4,MC,1,360,2920,2920,2920,1051200,MACHO DE SEGUNDA
18,2015-02-26,3,TO,2,652,2840,3100,2970,1942940,MACHO DE SEGUNDA
0,2015-03-03,,HL,6,119,2500,2500,2500,297500,HEMBRA DE PRIMERA
1,2015-03-03,1 1/2,HL,30,190,2700,2750,2725,516600,HEMBRA DE PRIMERA
2,2015-03-03,2 1/2,HV,7,335,2700,2700,2700,904500,HEMBRA DE PRIMERA
3,2015-03-03,2 1/4,HL,2,289,2600,2600,2600,751400,HEMBRA DE PRIMERA
4,2015-03-03,2 1/4,HV,9,296,2680,2850,2765,818270,HEMBRA DE PRIMERA
5,2015-03-03,2 3/4,HV,13,376,2740,2900,2820,1060070,HEMBRA DE PRIMERA
6,2015-03-03,2 3/4,VE,2,396,2300,2480,2390,946440,HEMBRA DE PRIMERA
7,2015-03-03,3,HV,20,444,2860,3020,2927,1298980,HEMBRA DE PRIMERA
8,2015-03-03,3,VE,52,464,2580,2860,2750,1275370,HEMBRA DE PRIMERA
9,2015-03-03,3,VP,1,638,2440,2440,2440,1556720,HEMBRA DE PRIMERA
10,2015-03-03,,ML,1,122,3200,3200,3200,390400,MACHO DE PRIMERA
11,2015-03-03,1 1/2,ML,9,184,3500,3500,3500,644000,MACHO DE PRIMERA
12,2015-03-03,1 1/3,ML,3,240,2650,3350,3000,717200,MACHO DE PRIMERA
13,2015-03-03,1 1/4,ML,26,169,3200,3550,3333,563517,MACHO DE PRIMERA
14,2015-03-03,2 1/2,MC,9,352,3040,3040,3040,1070080,MACHO DE PRIMERA
15,2015-03-03,2 1/4,MC,10,306,2940,2940,2940,899640,MACHO DE PRIMERA
16,2015-03-03,2 3/4,MC,19,376,3000,3100,3050,1148800,MACHO DE PRIMERA
17,2015-03-03,3,MC,77,451,3040,3200,3098,1396248,MACHO DE PRIMERA
18,2015-03-03,3,TO,4,665,2920,3020,2955,1964610,MACHO DE PRIMERA
19,2015-03-03,1 1/4,HL,17,171,2700,2700,2700,461700,HEMBRA DE SEGUNDA
20,2015-03-03,2 1/2,HV,3,331,2600,2600,2600,860600,HEMBRA DE SEGUNDA
0,2015-03-03,2 1/2,VE,3,324,2100,2360,2230,723310,HEMBRA DE SEGUNDA
1,2015-03-03,2 3/4,VE,27,381,2160,2400,2300,877960,HEMBRA DE SEGUNDA
2,2015-03-03,3,VE,34,424,2200,2700,2443,1035429,HEMBRA DE SEGUNDA
3,2015-03-03,,ML,2,86,2300,2300,2300,197800,MACHO DE SEGUNDA
4,2015-03-03,1 1/2,ML,5,192,2900,2900,2900,556800,MACHO DE SEGUNDA
5,2015-03-03,1 1/4,ML,34,167,2950,3250,3083,514083,MACHO DE SEGUNDA
6,2015-03-03,2,MC,18,278,3100,3100,3100,861800,MACHO DE SEGUNDA
7,2015-03-03,3,MC,1,406,2940,2940,2940,1193640,MACHO DE SEGUNDA
8,2015-03-03,3,TO,1,622,3000,3000,3000,1866000,MACHO DE SEGUNDA
0,2015-03-05,,HL,9,100,2200,2250,2225,223625,HEMBRA DE PRIMERA
1,2015-03-05,1,HL,28,146,2500,2750,2625,382250,HEMBRA DE PRIMERA
2,2015-03-05,1 1/2,HL,37,200,2620,2850,2757,551930,HEMBRA DE PRIMERA
3,2015-03-05,1 1/2,HV,20,195,2800,2800,2800,546000,HEMBRA DE PRIMERA
4,2015-03-05,1 1/3,HL,91,237,2600,2860,2803,665400,HEMBRA DE PRIMERA
5,2015-03-05,1 1/4,HL,19,159,2600,2700,2667,423367,HEMBRA DE PRIMERA
6,2015-03-05,2,HV,38,263,2500,2900,2775,729100,HEMBRA DE PRIMERA
7,2015-03-05,2 1/2,HV,53,331,2640,2800,2715,899522,HEMBRA DE PRIMERA
8,2015-03-05,2 1/2,VE,14,346,2480,2520,2500,863580,HEMBRA DE PRIMERA
9,2015-03-05,2 1/4,HV,47,294,2500,2820,2700,792983,HEMBRA DE PRIMERA
10,2015-03-05,2 1/4,VE,2,303,2160,2160,2160,654480,HEMBRA DE PRIMERA
11,2015-03-05,2 3/4,VE,23,382,2400,2720,2540,971944,HEMBRA DE PRIMERA
12,2015-03-05,3,HV,4,445,2900,2900,2900,1290500,HEMBRA DE PRIMERA
13,2015-03-05,3,VE,90,480,2100,2860,2659,1276368,HEMBRA DE PRIMERA
14,2015-03-05,3,VP,8,467,2360,2680,2520,1175720,HEMBRA DE PRIMERA
15,2015-03-05,,ML,8,97,2200,2700,2450,239150,MACHO DE PRIMERA
16,2015-03-05,1,ML,21,145,3500,3500,3500,507500,MACHO DE PRIMERA
17,2015-03-05,1 1/2,ML,209,201,2800,3850,3496,703158,MACHO DE PRIMERA
18,2015-03-05,1 1/3,ML,126,236,3400,3650,3508,827442,MACHO DE PRIMERA
19,2015-03-05,1 1/4,ML,207,168,3050,3700,3491,584664,MACHO DE PRIMERA
20,2015-03-05,2,MC,200,263,3200,3450,3375,888480,MACHO DE PRIMERA
21,2015-03-05,2 1/2,MC,4,340,3100,3460,3280,1115850,MACHO DE PRIMERA
22,2015-03-05,2 1/4,MC,18,292,3180,3180,3180,928560,MACHO DE PRIMERA
23,2015-03-05,2 3/4,MC,26,380,2600,3200,2953,1122460,MACHO DE PRIMERA
24,2015-03-05,3,TO,3,633,2840,2980,2907,1837507,MACHO DE PRIMERA
0,2015-03-05,1 1/2,HL,9,195,1500,2800,2283,445733,HEMBRA DE SEGUNDA
1,2015-03-05,2 1/2,VE,10,349,2080,2350,2210,770570,HEMBRA DE SEGUNDA
2,2015-03-05,2 1/4,HV,1,280,2000,2000,2000,560000,HEMBRA DE SEGUNDA
3,2015-03-05,2 1/4,VE,2,287,2160,2160,2160,619920,HEMBRA DE SEGUNDA
